content,score
Saya kasih bintang 1 dulu karna info keteranganya kurang mendetail untuk terhubung langsung dan info selanjutnya,1
Bagus banget.,5
"Ini aplikasi macam apa ya , daftar doang susah nya minta ampun",1
"Sangat sulit untuk mengubah data pribadi kita, benar2 memusingkan dan membingungkan",1
"Tidak bisa login, mantul terus",1
Di,4
"Reset kata sandi di aplikasi ini susah bet ,malah di mintain Password lama ,ya jelas jelas saya ingin ganti kata sandi yang lama jadi yang baru",1
"Verifikasi macam apa ini cuk, salah muluuuu !!!!",1
"Apk teraneh.... Cuma niat nyari duit haram doang apk ini, dajjal",1
this app is good.,5
Merantau nanam padi kenekek robot padi Berteman bahagia kenekek tukang bagunan masak nasi masak sayur nyuci piring nyuci baju serba bisa bercerita jalan jalan pusing melliberr janggung padi kibot son ketwawk bercanda sok sokan ramah lingkungan hidup ap ada yang tergolong familia Bombyliidae juga merupakan bagian dari genus Onthophagus dan kingdom of the year old good day for me🙋 bahagia dengan orang yang telah mengikuti kuis Kak Ega sudah kami bantu share with you and your friends with me seper,5
TOLONG JANGAN PAKE IKLAN BOSS OC.,5
"semua orang carik lowongan pekerjaan setelah lulus kuliah S1 sejak tahun 2000 , 2002 , 2022 , 2024 , tetapi tidak ada yang bukak lowongan pekerjaan , waktu nya habiis untuk online dan nunggu job gojek , nombok , nggak sebanding dengan beli alat alat nya sebagai modal , harga jatuh jika dijual kembali , penipu terbesar zaman ini adalah = internet , sosial media dan berita berita di teve (di skenario semua nya) , noto noto adobe premiere pro nee ..",5
Sangat berguna,5
Terimakasih,5
Oke...oke...oke,4
premium ga bisa pake AI ga bisa berguna apa apa harus bayar mahal sue banget sih aplikasinya,1
tolong tambahkan desktop mode(fullscree) untuk pengguna tablet,4
Sampah,1
Sangat mudah untuk cari kerja,5
"Hàlo, kenapa saat saya login pakai akun google ga bisa? Kemudian setelah saya coba hapus cache dan data malah ga bisa di buka. Ini kenapa ya?",3
Sangat membantu cara jitu,5
Aplikasi aneh gabisa login,1
Ok,5
Saya belum pernah menggunakan applikasi ini hingga saat ini tapi tidak apa-apa saya tetap mensupport applikasi anda lebih maju dan modern...,1
Verifikasi nya susah,1
baik,1
good,5
"Easy to use, and very nice",5
Welder.SMAW/FCAW/GMAW/GTAW,5
Suka hang waktu mau kasih video pendek,1
ok,4
Aplikasi broken mau login aja susah amat,1
untuk versi yg lawas,3
"kenapa ya 2 akun saya dibatasi padahal akun baru, menyulitkan pengguna",3
Semnjaakk menggunakan aplikasi Linkedln Hp saya tidak terjadi BUG lagi Terima kasih.,5
X 5u?,5
Please siapapun hire saya 😔,5
Aplikasi sampah mendadak keluar ga bisa login lagi padahal email ama pasword udah sesuai,1
"LinkedIn is more than just a job seeker platform. It's a dynamic space for professional networking, knowledge sharing, and industry insights. Users can join groups and communities related to their field to engage in discussions, share expertise, and learn from others. Additionally, LinkedIn offers features like publishing articles, where users can demonstrate their thought leadership and expertise in their respective industries. It's also a great platform for businesses.",5
"Haloo , selamat sore apakah ada contact person atau pic CS di LinkedIn ini ?",4
Bissmillah,5
Aplikasi ini sangat membantu sekali.untuk mendapatkan referensi dalam karir,5
Mantap👍,5
Oke,5
Dari 2017 sampe sekarang pake ini belom ada satu pun di panggil gila stress indo indo,1
Terbaik,5
Ribet mending pake jibstreet express lebih gampang,1
Mantap,4
Hebat,5
"Aplikasi yang sangat membantu dalam mencari kerja, dan sudah 2x dapat pekerjaan dengan lingkungan sekaligus salary yang kompetitif dari LinkedIn.",5
Good,5
Application keren,4
ok lah,5
Archik,5
Tolong diajari marketingnya sopan santung sama nasabah,1
Site manager di banyak pekerjaan pemerintah dan swasta,4
"Aplikasi yg bermanfaat bagi pemberi kerja dan pencari kerja,juga jadi media berbagi ilmu sesama anggota,thanks LinkedIn",5
Saya ingin meminta refund/pengembalian dana dikarenakan tidak sengaja membeli paket Premium dan bukan dari saya yg membeli layanan tersebut dan pembayarannya melalui otomatis tanpa sepengetahuan saya.,1
Gatau,4
Mantap jak,5
Verifikasi check gak jelas,1
Iya,5
Wow aplikasi ini sungguh bermanfaat buat kita... Terima kasih,5
kenapa linkedin sekarang sering error? buat akun malah sering no-captcha? tolong perbaikin,2
Bagus,5
Bagus,5
bagusss. saya suka. semoga rakamin X linkedin bakal fair yaaa. love u sekebon🤗🤍,4
Lumayan bermanfaat untuk yg blm dpt pekerjaan,5
"Ruchana Kristina pernah bekerja di Golf Graha Family & Country Club pada tahun 1999 - 2003 sebagai Caddie Dan tahun 2003 - 2005 sebagai administrasi Membership Pada tahun 2006 - 2010 Ruchana Kristina bekerjas sebagai Branch Manager di Moncol Pool & Spa, di penjualan dan keuangan perusahaan dibidang Distributor alat kolam renang & spa beserta instalasi pemipaan Tahun 2011 - 2012 di Resto M-Square lenmarkmall Pada tahun 2013 sampai sekarang bekerja di Bukit Darmo Golf sebagai Marketing Manager",5
Bagus,5
Good,5
"Sistem keamanan lemah,gk pernah login udh 3 bulan lbh tp tiba tiba ada notifikasi login,ganti password, menambahkan email. Email customer service nya mana ini,kalo tidak ad tindakan bantuan menghapus email pelaku,saya gk akan rubah rating.",1
LinkedIn tak pernah gagal memberikan informasi,5
"Susah login, verifikasi sudah terkirim malah di coba beberapa hari lagi,",1
Min. Mohon balikin dana saya. Saya tidak mau jadi member premium. Tiba-tiba ketarik aja saldo dana saya buat member premium. Saya hanya nyobain yang gratis nya. Saya mohon balikin dana saya.,1
"Msuk ny ja sulit,,pdhal saya kira app yang benar membantu",1
"Susah Login Berbelit udah isi data diri, ngisi verifikasi, dan ganti sandi tetep aja gabisa Login",1
"Heiii apa apaan si ini, tiba tiba di suruh login ulang padahal saya tidak pernah mengeluarkan akun saya, udah buat verifikasi tapi selalu di ulang², tolong lahh aplnya d perbaiki lagi, nggak jelas banget tau nggak..",1
"Aplikasi terbaik, banyak inpo pekerjaan dalam negeri maupun luar negeri",5
Pn.,5
Sukses,5
Terbaik,4
sepi,1
Bagus informasinya,3
Okeyyyy...,3
Susah bangett masuk ke aplikasi,2
masuk saldo sah saya jangan ditahan,5
"Aplikasi yang sangat membantu untuk mendapatkan pekerjaan, thankyouu LinkedIn~",5
"Bisa""nya saldo dana saya dipotong katanya tagihan aplikasi padahal saya gk buat apa"" Apk gk jelas balikin itu saldo saya",1
"Admin saya minta tolong lihat ulasan/pesan kami, masuk pake verifikasi tapi tetap tidak bisa...gimana solusinya?",1
"Hati hati dengan fitur premium gratis selama sepekan, jika anda menggunakan fitur premium hanya untuk mengetahui fitur yang ada, maka segeralah sesudah mengetahuinya untuk membatalkan fitur premium karena pemotongan tagihan premium bulanan akan secara otomatis terpotong melalui metode pembayaran seperti E wallet dan lainnya tanpa ada konfirmasi terlebih dahulu, sangat disayangkan ketika mengakses pusat bantuan kebijakan pengembalian dana konsumen linked in tidak dapat diakses😪",2
Satu dari sebagian banyak portal info pekerjaan yg ada yg di sertai dengan berbagi info pekerjaan baik dlm negri maupun luar negri beserta dengan informasi yg lengkap baik dari data pelamar maupun yg. Melamar nya. Overall is good.,5
koneksi massih kurang setabil,3
Bagas juliansah,5
"Aplikasi makin sering update makin berat, sistem UI nya kurang bagus, terkadang waktu buka lama, dan search koneksi, makin lama app bazel handle hilang sendiri, terkadang buka profile lelet banget, gabisa buka, loading mulu parah sih, padahal buka app lain dan cek kecepatan koneksi internet stabil!!!",1
Sejauh ini mantap,5
Proses verifikasi / security cek ny sm sekali tidak membantu mlh mempersulit,1
Terima kasih,5
Sangat bagus ....bisa kenal dengan banyak orang.,5
Ok,4
ga guna,1
"Aplikasi sangat bagus,memudahkan kita untuk menghubungkan ke banyak relasi",5
Untuk versi yg sekarang masih ada bug untuk verifikasi,3
Ok,5
"sebenarnya saya tdk tahu ini aplikasi untuk apa,cara pakainya bagaimana yg jelas tahu bagi saya. mau dihapus juga sapa tahu nanti di butuhkan.",3
A wau+ih nh seiGIEgy,4
gkjls aplikasi tolol verifikasi nyusahin,1
Sangat membantu untuk mendapatkan pekerjaan,5
Baguss,5
Great,5
👍👍👍,5
", 9,z i5 laptop eqtuoZy x",5
"Mantap,buat cari kerja👍",4
Aplikasi sampah,1
aplikasi gak tau diri bodoh,1
"Saya sangat kecewa karena tidak bisa mengulang kata sandi saya, karena ada opsi ""tidak, ini bukan saya ""iya, ini saya"" Nah saya pencet opsi ""iya, ini saya"" Setelah saya pencet malah ada kedua opsi tersebut lagi, tolonglah LinkedIn perbaiki bug ini.",1
Bagus,5
Iya,1
Easy and simple to operate,5
Sangat baik dan saya kirim tugas juga gak lama - lama.,5
proses log in kelamaan dan dipersulit,1
"login aja dipersulit, masa udah input email dan sandi yang bener di hp gabisa login.. aneh aplikasinya",1
Mencoba,4
bermanfaat,5
Oke,4
Verifikasi email doang tapi ribetnya minta ampun Gak bisa login dan loading aja Akhirnya malah kena kick,1
medsos berbasis mencari pekerjaan dan informasi sangat sangat rekomendasi untuk para fresh graduate 👍👍,5
Sangat membantu,4
Sangat berguna,5
"Aplikasi rusak, disuruh vefikasi gambar, tapi gagal mulu. Tolong dong diperbaiki aplikasinya",1
Mencari pekerjaan menjadi lebih terarah thats awesome,5
Bagus,5
Baagus dan bermqnfaat,5
Costumer service ugrade dana,1
Informasi loker bagus,5
Sangat baik,5
bagus sih aplikasinya,5
"Up to date, semoga ada updaten terbaru atau dikembangkan untuk pengoptimalan LinkeIn yang lebih maksimal dan membantu para penggunannya",5
Terbaik,5
Strategis di gunakan berfungsi maximal Terimakasih,5
Wey ini PLIS ga bisa login pakai Gmaillll,1
"Ribet bgt buat akun,baru aj masukkan nomor telfon udh ad keterangan nya sesi kadaluarsa, blm lg verifikasi nya yg lumayan ribet",1
78.000 8,4
Good App,5
😍,5
"Verifikasi nya ngaco, milih udh bener tetep salah. Milih yg salah malah bener",1
Daftarnya susah nian,1
Tuhan Yesus memberkati amin Jesus bless us.,5
"Alhamdulillah, nice app, terimakasih banyak. Semoga berkah",5
Berawal dari fresgreduwet bisa mendapatkan pekerjaan di LinkedIn ini,5
Sangat membatu jika tahu caranus,5
Coba di fahami,5
Bagus .,5
Saya suka aplikasi ini.,5
Baru mencoba,3
Pengaduan kemana ya tiba tiba akun LinkedIn saya hilang... Tiba2 masukin Gmail malah kek baru gtu... Ini gmna ya? Ga hancur gini aplikasi Ini aplikasi baru update 1 April tpi kenapa akun saya hilang?,1
Keren,5
Good Indonesia,5
Platform profesional dan belajar terbaik,5
Kenapa sekarang saya ga bisa isi komentar ya...,4
Jos apk nya,5
Omk,3
Keren,5
Semoga mudah untuk digunakan dalam proses Kastamer,5
Aplikasi hebat,5
Ok,4
Habis di update kenapa malah crash gak bisa masuk ke LinkedIn sih. Udh dicoba beberapa kali tetep aja gak bisa masuk ke home,1
QA/QC CUALITY CONTROL AT SHIPYARD.LAST PT BATAMEC BATAM at experience 20 year.,5
LEMOT,4
Ok,5
"No hp tak mau masuk ,apk gimana sih , gak jelas kali, padahal no hp msih aktif nelpon wa tapi gak bisa dibuat daftar ,katanya sesi valid ntah apa yg valid ,ku uninstall aja sih kek nya ribet amat 🔥",1
Belum. Dapat job,1
Kenapa sya tidak bisa terhubung oleh orang lain kenapa ya.,1
Oke,5
SUMPAH KALO BISA KASIH RATE 0 BINTANG BAKALAN KU KASIH NOL. DARI DULU TIAP LOGIN SUSAH BANGET VERIFIKASINYA NGULANG MULU. TERUS PAS UDAH LOGIN BEBERAPA HARI KEMUDIAN TIBA2 AKUNKU DI BATASI.,1
Opsional,5
Apk ini sangat baik dan bermanfaat sekali,4
"Medsos LinkedIn ini sangat luas terbuka banyak peluang kerja yg sudah terkenal dan tempat tongkrongan para pengusaha untuk menampilkan profil perusahaan.ini sangat membantu pencari kerja,saya rekomendasikan untuk ikut LinkedIn ini.",5
Baik untuk bisnis dan bersentuhan dengan owner,3
"Jujur, saya sangat kecewa menggunakan aplikasi ini. Akun saya bisa dibobol oleh orang lain sehingga data pribadi saya bocor. Data verifikasi gak jelas. Nama saya di ubah menjadi Isabelle. Ini membuktikan bahwa akun saya sudah dibobol orang lain. Dulu aplikasi ini sangat bagus sekarang jadi sampah.",1
"gabisa loginnn harus verifikasi dulu pake gambar tapi tetep gabisa. terus langganan nya mahal banget 🫠🫠🫠. tolong ini kenapa yaaa linked ko gabisa login, eror tah?",1
Yth LinkedIn tolonglah hapus profil saya di google search. TERIMAKASIH,1
Ok,5
"Sangat mantap, saya kasih bintang 5",5
Platform yang cocok untuk meningkatkan branding diri kita sbg profesional dalam dunia kerja,5
Good job,5
"Saya mau duit saya di balikin 1,1 jt di potong auto debit sedangkan saya tidak berlangganan",1
Nice!,5
Good app,5
Bagus,5
Ok,5
"Like it ,lingkedin",5
Tambah Sukses selalu,4
om.o00o.9.8i llm,5
Turut beVega/ cripton Harganya bos🙏🙏 Klep Oli seal klep14.965.00014.965.0xeon thall vega zr tkd scorpio tkd jup z thallxeon thall vega zr tkd scorpio tkd jup z thall00 Perpak kertas blokrduka cita untuk keluarga yg di tinggalkan 🙏Turut berduka cita untuk keluarga yg di tinggalkan 🙏yg di inggalkan 🙏,2
Sangat membantu,5
Petani,5
Good,5
Bagus,5
Verivikasi nya susah amat masak iya 100 kali nyari gambar kodok menghadap ke atas salah semua Security check jangan ambigu dunk Kek dikerjain,3
Ok,5
Good,5
Dalam belajar,5
"Saya sudah lama dalam Dunia Togel dan banyak orang tau,sebelum masuk ke aplikasi..,paling mumet itu setelah masuk aplikasi,karena banyak persaingan,pelanggan jadi korban.",4
LinkedIn = profesional,5
Mantap,5
saya,5
Bagus,5
Mantul,5
Bagus,5
good,5
Ok,5
Keren apk ini,5
Good job,5
Bagus,5
Ga ikut langganan malah di potong sepihak mana mahal lagi 700 rb ga ikhlas banget minta refund lama banget,1
Like snail,1
Mau klik pekerjaan tiba-tiba keluar aneh bgt,1
Kenapa tiba-tiba ngebug??????,1
Good,5
Monyet gara gara apk ini saldo dana gua ke potong otomatis padahal ga pernah pencet atau mesen apa lumayan 1 juta 100,1
Kami relawan Prabowo Gibran sebagai ketua persahabatan publik harapan kami kepada semua pihak untuk bisa bergabung bersahabat saling berbagi informasi,5
Ga sesuai harapan,1
Akun tiba tiba keluar dan ga bisa login lagi,1
Data saya tersebar karena aplikasi ini,1
"Akses diblokir, tidak ada solusi sama sekali",1
Selalu yg terbaik,4
"aplikasi eek, gak bisa verifikasi",1
interested,5
Aplikasi LinkedIn ni sangat bagus untuk di pakai tugas tugas seperti ppt dan lain-lain.,5
Bagus dan membantu mempermudah hubungan antara pemberi dan pencari kerja,5
Sangat bagus,5
"@}■€8448○》¤¤¤,¤○ ¡784",2
ACl Gamestop,5
Sangat membantu dalam memperluas jaringan para profesional di berbagai bidang ilmu pengetahuan dan pekerjaan,5
Verry nice,5
Bagus untuk menjadi portofolio,5
Ok,5
"Saat seseorang ingin menjalin koneksi dengan saya, karena tombol (x) dan (checklist) kecil dan bersampingan, saya malah tidak sengaja memencet (x) dan saya ingin membatalkannya tapu malah terpemcet lagi tulisan yang menanyakan untuk tidak menyarankan dalam pencarian bla3x dan sekali lagi tidak sengaja saya memencet ya karena di posisi yang sama tombolnya!!! Saya gabisa cari orangnya lagi jadinya 😭😭😭",1
Kenapa ya kok saya mau melamar tapi ngak bisa2 aneh banget udah seminggu gini terus,1
oke,5
Mantap,3
Ft8ttt I didn't remember whether there was a lot of problems available because it's more difficult to help either. Ma ma.,1
Kok saya gabisa masuk ke akun Dan stuck di puzzle gmna ya?,1
Bgus bisa membantu,5
Goood,4
Baik,5
good,5
Tidak rekomendasi,1
Bagus,5
ini kenapa si jadi gada gambar nya sama sekali,1
"stress berat gabisa daftar, udah coba berbagai cara",2
Tidak bisa log in,1
Akun ku di hack .dan tidak bisa saya masuk ke akun saya lagi. Verifikasi rumit tidak bisa di selesaiakan sangat buruk,1
"Mau login disuruh verifikasi pake gambar, udah berkali2 nyoba gambar terakhir pasti salah. Bikin yg betulah, menghadap ke atas yg kayak apa, yg kepalanya aja ke atas apa sebadan nya😑",1
NAMAKU HOLILI YUGO ADI PUTRO. PERTEMUAN BAPAK KANDUNG MEMPUNYAI ANAK PERTAMA AKU HOLILI YUGO ADI PUTRO HARUS ADA DI GEDUNG BTN .,5
"Ku kira aplikasi ini penting tapi ternyata merepotkan dari awal,susah banget untuk login,mohon di perbaiki",2
"login aja ribet verifikasi dimna mna, udah jelas"" sesuai data",1
Good,5
good,5
Login harus pake teka teki..udah dijawab bener selalu disalahin,1
mau peonsiun,1
Aplikasi babi gak sesuai dengan apa yang diharapkan,1
Good thanks for this apps,5
7rfr7 5 5 l 7 57 ur 58 7 57 5f57 7 r78 b 7l fr 65,4
Bagus sekali,5
Good,5
Ol,5
Sangatmembantu,5
Ok google,5
Best,5
Ok,2
"Aplikasi bodong biaya mahal saldo didana gw raib,Kalian jgn download aplikasi dana kalian raib,kaya penipuan",1
Trima kasih.... saya bergabung sudah lebih dari 5 tahun,5
Operator buldoser,5
Ok,5
Apk gak jelas mau login aja dicek scurity apa lah ribetin,1
I cant login,1
Aplikasi sangat baik untuk para pencari kerja dan para pebisnis.,5
Mau login aja ribet cahpta tidak valid padahal udah bener,1
"Aplikasinya makin sampah untuk login aja verifikasi nya sulit bngt tidak valid mulu, tolong untuk diperbaiki",1
I like jobs.,5
"Aplikasi sampah, padahal penting banget loh. Ini coba login akun lagi, tapi terkendala proses verif security check nya (yanh gambar kuda gak jelas). Dicoba selalu gagal, padahal udah sesuai arahan dan benar. Blokkk",1
Mantap,5
I have manay new friends here.,5
Aneh Gak bisa login Sama mau daftar gk Kirim kirim kode nya,1
Ok,4
Jelek kenapa harus verifikasi id takut d salah gunain,1
Verification gk jelas,1
"gak di buka2 dan gak yg aneh2...sekali di buka tau tau akun di batasi lalu minta KTP , udah kayak buka aplikasi pinjol.",1
Bagus,5
Bagus sekali,5
Smoga cepat membantu dalam mencari pekerjaan saya,5
"Kalo bisa kasih bintang setengah ni aplikasi gua rating bintang setengah, burukkk bangetttt, mulai dari login susah udah kaya tes CPNS, udah punya akun disuruh masukin kode buat masuk malah ngga bisa. Emang busuk aplikasi ini",1
Good,5
Kren buat ku di mengerti impormasi bisnis bisa membantu / mendorong,5
Semoga membantu,5
Good aps,5
Good,5
"Sangat buruk aplikasi nya, ngeselin, kita ini jobseeker malah setelah di perbarui profil nya malah jadi asisten manajer, aneh",1
Laporan pajak npwp/personal berjangka panjang,5
Aplikasi rampok .saldo saya di potong tanpa pemberitahuan,1
Sangat membantu saya,5
Siiip,5
Sucks,1
Ok,5
Sangat Bermanfaat,5
"Ga salah ni ratingnya, Developer Useless, scam. ga bisa login dan verifikasi sulit banget..",1
Susah masuk ny,3
Bagus sekali,5
Luar biasa,5
Apkikasi sangat lucu. Sudah bener arah atas dah di pencet 50 kali ga ana benernya..auto bersihkan jelek,1
Bagaimana cara membatalkan langganan,1
Top bgt,5
yg bener bikin verifikasi login min. masak udah milih gambar yg bener masih blm bisa2 login. gimana sih. di perbaiki lah untuk login pengguna baru jgn di persulit,1
Bagus,5
Emang bagus..,5
Aplikasi apan ini,1
Fosnxk,5
"Untuk jobseeker, biaya bulanan nya terlalu mahal dalam bentuk IDR. Ditambah gak bisa liat, siapa aja yg cek profile jobseeker. Padahal cuma untuk cari kerja doang, tapi biaya yang diberikan kelewat mahal",1
Bagus,5
Ok,4
Ini cara mengukan untuk mecari kerja gimana yaa? Aku gapaham sama sekali Untuk ngelamar perkerjaan di aplikasi ini. Mohon bantuan nya Terima kasih,5
Selamat ratingnya hampir semua ngasih bintang 1 smoga ada yg berikan bintang error,1
"Aplikasi sampahh mau login malah di suruh jawab teka teki terus malah bilang ""jawab teka teki biar kami tau kalau anda benar manusia"" woyy ngotak dikit lah emang ada BINATANG YANG MAU DONLOD APLIKASI INI DASAR MANUSIA TOLOL!!",1
👍,4
Baik,5
"gabisa login, selalu looping di verifikasi",1
